State_Name,District_Name,Crop_Year,Season,Area,Production
Andhra Pradesh,SPSR NELLORE,2012,Kharif     ,53866.0,214710.0
Andhra Pradesh,SPSR NELLORE,2012,Rabi       ,197403.0,811721.0
Andhra Pradesh,SPSR NELLORE,2013,Kharif     ,32241.0,115455.0
Andhra Pradesh,SPSR NELLORE,2013,Rabi       ,192652.0,795653.0
Andhra Pradesh,SPSR NELLORE,2014,Kharif     ,62232.0,232561.0
Andhra Pradesh,SPSR NELLORE,2014,Rabi       ,178491.0,736454.0
Andhra Pradesh,SPSR NELLORE,2014,Whole Year ,240723.0,969015.0
Andhra Pradesh,SRIKAKULAM,2010,Kharif     ,205853.0,167482.0
Andhra Pradesh,SRIKAKULAM,2010,Rabi       ,7098.0,16822.0
Andhra Pradesh,SRIKAKULAM,2011,Kharif     ,208239.0,399240.0
Andhra Pradesh,SRIKAKULAM,2011,Rabi       ,2178.0,4593.0
Andhra Pradesh,SRIKAKULAM,2012,Kharif     ,205859.0,520823.0
Andhra Pradesh,SRIKAKULAM,2012,Rabi       ,2884.0,7870.0
Andhra Pradesh,SRIKAKULAM,2013,Kharif     ,199717.0,347108.0
Andhra Pradesh,SRIKAKULAM,2013,Rabi       ,3425.0,8158.0
Andhra Pradesh,SRIKAKULAM,2014,Kharif     ,205485.0,434806.0
Andhra Pradesh,SRIKAKULAM,2014,Rabi       ,4730.0,12866.0
Andhra Pradesh,SRIKAKULAM,2014,Whole Year ,210215.0,447672.0
Andhra Pradesh,VISAKHAPATANAM,2010,Kharif     ,110289.0,192378.0
Andhra Pradesh,VISAKHAPATANAM,2010,Rabi       ,7262.0,9383.0
Andhra Pradesh,VISAKHAPATANAM,2011,Kharif     ,109505.0,166766.0
Andhra Pradesh,VISAKHAPATANAM,2011,Rabi       ,2617.0,2973.0
Andhra Pradesh,VISAKHAPATANAM,2012,Kharif     ,98718.0,141562.0
Andhra Pradesh,VISAKHAPATANAM,2012,Rabi       ,5046.0,10274.0
Andhra Pradesh,VISAKHAPATANAM,2013,Kharif     ,98637.0,171530.0
Andhra Pradesh,VISAKHAPATANAM,2013,Rabi       ,6759.0,13126.0
Andhra Pradesh,VISAKHAPATANAM,2014,Kharif     ,98190.0,159755.0
Andhra Pradesh,VISAKHAPATANAM,2014,Rabi       ,7238.0,18052.0
Andhra Pradesh,VISAKHAPATANAM,2014,Whole Year ,105428.0,177807.0
Andhra Pradesh,VIZIANAGARAM,2010,Kharif     ,126290.0,325213.0
Andhra Pradesh,VIZIANAGARAM,2010,Rabi       ,7254.0,23452.0
Andhra Pradesh,VIZIANAGARAM,2011,Kharif     ,123491.0,265106.0
Andhra Pradesh,VIZIANAGARAM,2011,Rabi       ,1078.0,2639.0
Andhra Pradesh,VIZIANAGARAM,2012,Kharif     ,119079.0,306509.0
Andhra Pradesh,VIZIANAGARAM,2012,Rabi       ,6690.0,14310.0
Andhra Pradesh,VIZIANAGARAM,2013,Kharif     ,109271.0,270446.0
Andhra Pradesh,VIZIANAGARAM,2013,Rabi       ,7507.0,20479.0
Andhra Pradesh,VIZIANAGARAM,2014,Kharif     ,119229.0,314526.0
Andhra Pradesh,VIZIANAGARAM,2014,Rabi       ,5357.0,17314.0
Andhra Pradesh,VIZIANAGARAM,2014,Whole Year ,124586.0,331840.0
Andhra Pradesh,WEST GODAVARI,2010,Kharif     ,256147.0,558800.0
Andhra Pradesh,WEST GODAVARI,2010,Rabi       ,200369.0,931515.0
Andhra Pradesh,WEST GODAVARI,2011,Kharif     ,240266.0,764242.0
Andhra Pradesh,WEST GODAVARI,2011,Rabi       ,123519.0,544225.0
Andhra Pradesh,WEST GODAVARI,2012,Kharif     ,242832.0,482993.0
Andhra Pradesh,WEST GODAVARI,2012,Rabi       ,179674.0,806377.0
Andhra Pradesh,WEST GODAVARI,2013,Kharif     ,240396.0,521419.0
Andhra Pradesh,WEST GODAVARI,2013,Rabi       ,180223.0,820916.0
Andhra Pradesh,WEST GODAVARI,2014,Kharif     ,231475.0,733313.0
Andhra Pradesh,WEST GODAVARI,2014,Rabi       ,177811.0,891011.0
Andhra Pradesh,WEST GODAVARI,2014,Whole Year ,409286.0,1624324.0
Arunachal Pradesh,ANJAW,2010,Kharif     ,3949.0,3631.0
Arunachal Pradesh,ANJAW,2011,Kharif     ,3489.0,2988.0
Arunachal Pradesh,ANJAW,2012,Kharif     ,3561.0,2996.0
Arunachal Pradesh,ANJAW,2013,Kharif     ,3561.0,2624.0
Arunachal Pradesh,ANJAW,2014,Kharif     ,3561.0,2394.0
Arunachal Pradesh,CHANGLANG,2010,Kharif     ,9585.0,18265.0
Arunachal Pradesh,CHANGLANG,2011,Kharif     ,10260.0,20873.0
Arunachal Pradesh,CHANGLANG,2012,Kharif     ,9605.0,19512.0
Arunachal Pradesh,CHANGLANG,2013,Kharif     ,9681.0,19750.0
Arunachal Pradesh,CHANGLANG,2014,Kharif     ,9081.0,20169.0
Arunachal Pradesh,DIBANG VALLEY,2010,Kharif     ,1585.0,1268.0
Arunachal Pradesh,DIBANG VALLEY,2011,Kharif     ,1610.0,1382.0
Arunachal Pradesh,DIBANG VALLEY,2012,Kharif     ,1682.0,1420.0
Arunachal Pradesh,DIBANG VALLEY,2013,Kharif     ,1690.0,1486.0
Arunachal Pradesh,DIBANG VALLEY,2014,Kharif     ,1690.0,1485.0
Arunachal Pradesh,EAST KAMENG,2010,Kharif     ,8267.0,7178.0
Arunachal Pradesh,EAST KAMENG,2011,Kharif     ,8398.0,7822.0
Arunachal Pradesh,EAST KAMENG,2012,Kharif     ,8768.0,8442.0
Arunachal Pradesh,EAST KAMENG,2013,Kharif     ,8968.0,9087.0
Arunachal Pradesh,EAST KAMENG,2014,Kharif     ,8968.0,9436.0
Arunachal Pradesh,EAST SIANG,2010,Kharif     ,15137.0,24103.0
Arunachal Pradesh,EAST SIANG,2011,Kharif     ,15378.0,26268.0
Arunachal Pradesh,EAST SIANG,2012,Kharif     ,16770.0,27098.0
Arunachal Pradesh,EAST SIANG,2013,Kharif     ,16770.0,27044.0
Arunachal Pradesh,EAST SIANG,2014,Kharif     ,16120.0,27463.0
Arunachal Pradesh,KURUNG KUMEY,2010,Kharif     ,400.0,527.0
Arunachal Pradesh,KURUNG KUMEY,2011,Kharif     ,406.0,574.0
Arunachal Pradesh,KURUNG KUMEY,2012,Kharif     ,410.0,590.0
Arunachal Pradesh,KURUNG KUMEY,2013,Kharif     ,53.0,74.0
Arunachal Pradesh,KURUNG KUMEY,2014,Kharif     ,53.0,74.0
Arunachal Pradesh,LOHIT,2010,Kharif     ,11654.0,20263.0
Arunachal Pradesh,LOHIT,2011,Kharif     ,11839.0,22082.0
Arunachal Pradesh,LOHIT,2012,Kharif     ,12239.0,23512.0
Arunachal Pradesh,LOHIT,2013,Kharif     ,12150.0,21662.0
Arunachal Pradesh,LOHIT,2014,Kharif     ,11450.0,22080.0
Arunachal Pradesh,LONGDING,2013,Kharif     ,2890.0,2504.0
Arunachal Pradesh,LONGDING,2014,Kharif     ,2890.0,2923.0
Arunachal Pradesh,LOWER DIBANG VALLEY,2010,Kharif     ,11180.0,13760.0
Arunachal Pradesh,LOWER DIBANG VALLEY,2011,Kharif     ,11357.0,14995.0
Arunachal Pradesh,LOWER DIBANG VALLEY,2012,Kharif     ,11460.0,14822.0
Arunachal Pradesh,LOWER DIBANG VALLEY,2013,Kharif     ,14595.0,16058.0
Arunachal Pradesh,LOWER DIBANG VALLEY,2014,Kharif     ,13906.0,16479.0
Arunachal Pradesh,LOWER SUBANSIRI,2010,Kharif     ,8155.0,10655.0
Arunachal Pradesh,LOWER SUBANSIRI,2011,Kharif     ,8285.0,1161.0
Arunachal Pradesh,LOWER SUBANSIRI,2012,Kharif     ,8290.0,14358.0
Arunachal Pradesh,LOWER SUBANSIRI,2013,Kharif     ,8373.0,14792.0
Arunachal Pradesh,LOWER SUBANSIRI,2014,Kharif     ,7673.0,15210.0
Arunachal Pradesh,PAPUM PARE,2010,Kharif     ,9083.0,14684.0
Arunachal Pradesh,PAPUM PARE,2011,Kharif     ,9227.0,16002.0
Arunachal Pradesh,PAPUM PARE,2012,Kharif     ,9975.0,16753.0
Arunachal Pradesh,PAPUM PARE,2013,Kharif     ,12025.0,22686.0
Arunachal Pradesh,PAPUM PARE,2014,Kharif     ,11325.0,23105.0
Arunachal Pradesh,TAWANG,2010,Kharif     ,765.0,795.0
Arunachal Pradesh,TAWANG,2011,Kharif     ,777.0,866.0
Arunachal Pradesh,TAWANG,2012,Kharif     ,835.0,930.0
Arunachal Pradesh,TAWANG,2013,Kharif     ,835.0,879.0
Arunachal Pradesh,TAWANG,2014,Kharif     ,835.0,1298.0
Arunachal Pradesh,TIRAP,2010,Kharif     ,5002.0,4073.0
Arunachal Pradesh,TIRAP,2011,Kharif     ,5082.0,4438.0
Arunachal Pradesh,TIRAP,2012,Kharif     ,5080.0,4487.0
Arunachal Pradesh,TIRAP,2013,Kharif     ,2280.0,1976.0
Arunachal Pradesh,TIRAP,2014,Kharif     ,2280.0,2908.0
Arunachal Pradesh,UPPER SIANG,2010,Kharif     ,6625.0,7742.0
Arunachal Pradesh,UPPER SIANG,2011,Kharif     ,6730.0,8436.0
Arunachal Pradesh,UPPER SIANG,2012,Kharif     ,6590.0,8285.0
Arunachal Pradesh,UPPER SIANG,2013,Kharif     ,6615.0,8510.0
Arunachal Pradesh,UPPER SIANG,2014,Kharif     ,6615.0,8794.0
Arunachal Pradesh,UPPER SUBANSIRI,2010,Kharif     ,4169.0,5681.0
Arunachal Pradesh,UPPER SUBANSIRI,2011,Kharif     ,4235.0,6190.0
Arunachal Pradesh,UPPER SUBANSIRI,2012,Kharif     ,4425.0,5935.0
Arunachal Pradesh,UPPER SUBANSIRI,2013,Kharif     ,5062.0,9280.0
Arunachal Pradesh,UPPER SUBANSIRI,2014,Kharif     ,5062.0,9698.0
Arunachal Pradesh,WEST KAMENG,2010,Kharif     ,866.0,799.0
Arunachal Pradesh,WEST KAMENG,2011,Kharif     ,880.0,870.0
Arunachal Pradesh,WEST KAMENG,2012,Kharif     ,867.0,890.0
Arunachal Pradesh,WEST KAMENG,2013,Kharif     ,880.0,891.0
Arunachal Pradesh,WEST KAMENG,2014,Kharif     ,880.0,1256.0
Arunachal Pradesh,WEST SIANG,2010,Kharif     ,25148.0,22569.0
Arunachal Pradesh,WEST SIANG,2011,Kharif     ,25547.0,24596.0
Arunachal Pradesh,WEST SIANG,2012,Kharif     ,25528.0,24632.0
Arunachal Pradesh,WEST SIANG,2013,Kharif     ,25561.0,24801.0
Arunachal Pradesh,WEST SIANG,2014,Kharif     ,24811.0,25220.0
Assam,BAKSA,2010,Autumn     ,11562.0,13489.0
Assam,BAKSA,2010,Summer     ,6000.0,13150.0
Assam,BAKSA,2010,Winter     ,84168.0,134217.0
Assam,BAKSA,2011,Autumn     ,10325.0,14340.0
Assam,BAKSA,2011,Summer     ,2500.0,5595.0
Assam,BAKSA,2011,Winter     ,85450.0,153149.0
Assam,BAKSA,2012,Autumn     ,11780.0,16636.0
Assam,BAKSA,2012,Summer     ,2520.0,6137.0
Assam,BAKSA,2012,Winter     ,85485.0,157009.0
Assam,BAKSA,2013,Autumn     ,10200.0,16672.0
Assam,BAKSA,2013,Summer     ,2750.0,5885.0
Assam,BAKSA,2013,Winter     ,85730.0,161484.0
Assam,BAKSA,2014,Autumn     ,10800.0,18283.0
Assam,BAKSA,2014,Summer     ,3050.0,6509.0
Assam,BAKSA,2014,Winter     ,86070.0,195027.0
Assam,BARPETA,2010,Autumn     ,39756.0,33805.0
Assam,BARPETA,2010,Summer     ,51581.0,131465.0
Assam,BARPETA,2010,Winter     ,74406.0,148961.0
Assam,BARPETA,2011,Autumn     ,27987.0,13767.0
Assam,BARPETA,2011,Summer     ,51708.0,174318.0
Assam,BARPETA,2011,Winter     ,78281.0,110441.0
Assam,BARPETA,2012,Autumn     ,6346.0,1075.0
Assam,BARPETA,2012,Summer     ,52921.0,163375.0
Assam,BARPETA,2012,Winter     ,66597.0,107022.0
Assam,BARPETA,2013,Autumn     ,19191.0,16796.0
Assam,BARPETA,2013,Summer     ,47877.0,158072.0
Assam,BARPETA,2013,Winter     ,67630.0,123146.0
Assam,BARPETA,2014,Autumn     ,17551.0,18634.0
Assam,BARPETA,2014,Summer     ,49261.0,141830.0
Assam,BARPETA,2014,Winter     ,69154.0,102046.0
Assam,BONGAIGAON,2010,Autumn     ,16142.0,12826.0
Assam,BONGAIGAON,2010,Summer     ,10680.0,35104.0
Assam,BONGAIGAON,2010,Winter     ,34806.0,52651.0
Assam,BONGAIGAON,2011,Autumn     ,15953.0,17728.0
Assam,BONGAIGAON,2011,Summer     ,10507.0,31151.0
Assam,BONGAIGAON,2011,Winter     ,36205.0,48899.0
Assam,BONGAIGAON,2012,Autumn     ,12922.0,16900.0
Assam,BONGAIGAON,2012,Summer     ,10740.0,31907.0
Assam,BONGAIGAON,2012,Winter     ,35931.0,57117.0
Assam,BONGAIGAON,2013,Autumn     ,11021.0,17595.0
Assam,BONGAIGAON,2013,Summer     ,13070.0,38727.0
Assam,BONGAIGAON,2013,Winter     ,32690.0,66164.0
Assam,BONGAIGAON,2014,Autumn     ,5865.0,7909.0
Assam,BONGAIGAON,2014,Summer     ,11685.0,38969.0
Assam,BONGAIGAON,2014,Winter     ,35299.0,69061.0
Assam,CACHAR,2010,Autumn     ,8359.0,16087.0
Assam,CACHAR,2010,Summer     ,7332.0,14228.0
Assam,CACHAR,2010,Winter     ,88908.0,195008.0
Assam,CACHAR,2011,Autumn     ,7700.0,13116.0
Assam,CACHAR,2011,Summer     ,7990.0,14971.0
Assam,CACHAR,2011,Winter     ,90682.0,177981.0
Assam,CACHAR,2012,Autumn     ,7680.0,15518.0
Assam,CACHAR,2012,Summer     ,7547.0,14736.0
Assam,CACHAR,2012,Winter     ,91912.0,202725.0
Assam,CACHAR,2013,Autumn     ,6430.0,10288.0
Assam,CACHAR,2013,Summer     ,7700.0,12958.0
Assam,CACHAR,2013,Winter     ,82347.0,153041.0
Assam,CACHAR,2014,Autumn     ,6752.0,13796.0
Assam,CACHAR,2014,Summer     ,8235.0,16088.0
Assam,CACHAR,2014,Winter     ,92895.0,216009.0
Assam,CHIRANG,2010,Autumn     ,15372.0,15765.0
Assam,CHIRANG,2010,Summer     ,1713.0,4240.0
Assam,CHIRANG,2010,Winter     ,35740.0,57482.0
Assam,CHIRANG,2011,Autumn     ,15177.0,17161.0
Assam,CHIRANG,2011,Summer     ,442.0,1106.0
Assam,CHIRANG,2011,Winter     ,35480.0,42430.0
Assam,CHIRANG,2012,Autumn     ,17722.0,22966.0
Assam,CHIRANG,2012,Summer     ,3262.0,9672.0
Assam,CHIRANG,2012,Winter     ,36176.0,50867.0
Assam,CHIRANG,2013,Autumn     ,8879.0,11707.0
Assam,CHIRANG,2013,Summer     ,2727.0,6025.0
Assam,CHIRANG,2013,Winter     ,35250.0,58207.0
Assam,CHIRANG,2014,Autumn     ,6255.0,6553.0
Assam,CHIRANG,2014,Summer     ,3413.0,8114.0
Assam,CHIRANG,2014,Winter     ,35857.0,58189.0
Assam,DARRANG,2010,Autumn     ,14941.0,20783.0
Assam,DARRANG,2010,Summer     ,21000.0,56679.0
Assam,DARRANG,2010,Winter     ,49360.0,110863.0
Assam,DARRANG,2011,Autumn     ,11823.0,19359.0
Assam,DARRANG,2011,Summer     ,19394.0,56669.0
Assam,DARRANG,2011,Winter     ,48505.0,105445.0
Assam,DARRANG,2012,Autumn     ,7620.0,10527.0
Assam,DARRANG,2012,Summer     ,19850.0,70825.0
Assam,DARRANG,2012,Winter     ,48808.0,97931.0
Assam,DARRANG,2013,Autumn     ,3616.0,4050.0
Assam,DARRANG,2013,Summer     ,17837.0,64285.0
Assam,DARRANG,2013,Winter     ,48236.0,92981.0
Assam,DARRANG,2014,Autumn     ,3304.0,4990.0
Assam,DARRANG,2014,Summer     ,17356.0,65241.0
Assam,DARRANG,2014,Winter     ,48413.0,102861.0
Assam,DHEMAJI,2010,Autumn     ,8915.0,6964.0
Assam,DHEMAJI,2010,Summer     ,3150.0,4446.0
Assam,DHEMAJI,2010,Winter     ,64892.0,87301.0
Assam,DHEMAJI,2011,Autumn     ,9305.0,7164.0
Assam,DHEMAJI,2011,Summer     ,2172.0,3848.0
Assam,DHEMAJI,2011,Winter     ,67265.0,96573.0
Assam,DHEMAJI,2012,Autumn     ,9075.0,12021.0
Assam,DHEMAJI,2012,Summer     ,2915.0,5757.0
Assam,DHEMAJI,2012,Winter     ,68005.0,110152.0
Assam,DHEMAJI,2013,Autumn     ,9630.0,14723.0
Assam,DHEMAJI,2013,Summer     ,4420.0,8883.0
Assam,DHEMAJI,2013,Winter     ,68300.0,105539.0
Assam,DHEMAJI,2014,Autumn     ,9379.0,12595.0
Assam,DHEMAJI,2014,Summer     ,8500.0,12823.0
Assam,DHEMAJI,2014,Winter     ,67660.0,106274.0
Assam,DHUBRI,2010,Autumn     ,7488.0,4629.0
Assam,DHUBRI,2010,Summer     ,54200.0,172864.0
Assam,DHUBRI,2010,Winter     ,33097.0,49607.0
Assam,DHUBRI,2011,Autumn     ,4380.0,2710.0
Assam,DHUBRI,2011,Summer     ,52700.0,168047.0
Assam,DHUBRI,2011,Winter     ,35500.0,54327.0
Assam,DHUBRI,2012,Autumn     ,4298.0,2341.0
Assam,DHUBRI,2012,Summer     ,53050.0,190523.0
Assam,DHUBRI,2012,Winter     ,35600.0,56164.0
Assam,DHUBRI,2013,Autumn     ,4169.0,5349.0
Assam,DHUBRI,2013,Summer     ,47295.0,167391.0
Assam,DHUBRI,2013,Winter     ,35140.0,63545.0
Assam,DHUBRI,2014,Autumn     ,4075.0,3852.0
Assam,DHUBRI,2014,Summer     ,51015.0,193213.0
Assam,DHUBRI,2014,Winter     ,30968.0,39396.0
Assam,DIBRUGARH,2010,Autumn     ,102.0,118.0
Assam,DIBRUGARH,2010,Summer     ,136.0,350.0
Assam,DIBRUGARH,2010,Winter     ,75859.0,162490.0
Assam,DIBRUGARH,2011,Autumn     ,95.0,116.0
Assam,DIBRUGARH,2011,Summer     ,310.0,851.0
Assam,DIBRUGARH,2011,Winter     ,77004.0,104292.0
Assam,DIBRUGARH,2012,Autumn     ,280.0,363.0
Assam,DIBRUGARH,2012,Summer     ,415.0,1230.0
Assam,DIBRUGARH,2012,Winter     ,76892.0,159734.0
Assam,DIBRUGARH,2013,Autumn     ,188.0,325.0
Assam,DIBRUGARH,2013,Summer     ,403.0,1201.0
Assam,DIBRUGARH,2013,Winter     ,77479.0,146528.0
Assam,DIBRUGARH,2014,Autumn     ,333.0,477.0
Assam,DIBRUGARH,2014,Summer     ,1256.0,3693.0
Assam,DIBRUGARH,2014,Winter     ,73139.0,124921.0
Assam,DIMA HASAO,2010,Autumn     ,6405.0,10363.0
Assam,DIMA HASAO,2010,Summer     ,14.0,36.0
Assam,DIMA HASAO,2010,Winter     ,8828.0,11265.0
Assam,DIMA HASAO,2011,Autumn     ,6590.0,8923.0
Assam,DIMA HASAO,2011,Winter     ,8980.0,27164.0
Assam,DIMA HASAO,2012,Autumn     ,6548.0,11327.0
Assam,DIMA HASAO,2012,Winter     ,9645.0,25631.0
Assam,DIMA HASAO,2013,Autumn     ,6670.0,11477.0
Assam,DIMA HASAO,2013,Summer     ,28.0,83.0
Assam,DIMA HASAO,2013,Winter     ,9125.0,20277.0
Assam,DIMA HASAO,2014,Autumn     ,5607.0,10300.0
Assam,DIMA HASAO,2014,Winter     ,9093.0,24211.0
Assam,GOALPARA,2010,Autumn     ,10448.0,12715.0
Assam,GOALPARA,2010,Summer     ,24524.0,68446.0
Assam,GOALPARA,2010,Winter     ,48167.0,115697.0
Assam,GOALPARA,2011,Autumn     ,8690.0,10501.0
Assam,GOALPARA,2011,Summer     ,19000.0,59394.0
Assam,GOALPARA,2011,Winter     ,49000.0,74569.0
Assam,GOALPARA,2012,Autumn     ,8410.0,11552.0
Assam,GOALPARA,2012,Summer     ,25000.0,79375.0
Assam,GOALPARA,2012,Winter     ,49200.0,93968.0
Assam,GOALPARA,2013,Autumn     ,8624.0,9625.0
Assam,GOALPARA,2013,Summer     ,25290.0,82243.0
Assam,GOALPARA,2013,Winter     ,49245.0,116414.0
Assam,GOALPARA,2014,Autumn     ,8062.0,7552.0
Assam,GOALPARA,2014,Summer     ,25434.0,81058.0
Assam,GOALPARA,2014,Winter     ,50772.0,105221.0
Assam,GOLAGHAT,2010,Autumn     ,2430.0,4750.0
